Merchant Name,Merchant ID,Store Name,Store ID,Updated On,Created On,Type,Category,Subcategory,Status,Transaction ID,Linked Transaction ID,Partner transaction ID 1,Partner transaction ID 2,Long Order ID,Short Order ID,Booking ID,Order Channel,Order Type,Payment Method,Receiving account / Source of fund,Terminal ID,Channel,Offer Type,Grab Fee (%),Points Multiplier,Points Issued,Settlement ID,Transfer Date,Amount,Tax on Order Value,Restaurant Packaging Charge,Non-Member Fee,Restaurant Service Charge,Offer,Discount (Merchant-Funded),Delivery Fee Discount (Merchant-Funded),Delivery Charge (Grab Online Store),Delivery Charge (Merchant Delivery),GrabExpress Delivery Service Fee,Net Sales,Net MDR,Tax on MDR,Grab Fee,Marketing success fee,Delivery Commission,Channel Commission,Order commission,Step-up commission,GrabKitchen Commission,GrabKitchen Other Commission,Withholding Tax,Total,Tax on MDR (%),Delivery Commission (%),Channel Commission (%),Order Commission (%),"Tax on GrabFood/GrabMart commission, adjustments, ads",Tax on Total GrabKitchen Commission,Cancellation Reason,Cancelled by,Reason for Refund,Description,Incident group,Incident alias,Customer refund Item,Appeal link,Appeal status
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Ciseeng,bc5e056d-d36f-4721-a7e5-41837fa878e0,31 Jul 2026 8:15 PM,31 Jul 2026 7:47 PM,GrabFood,Payment ,,Transferred,35088764614,,,,00174503660-C8CYAJBFDAK2CX,GF-087,A-9LE8NSAGXXU6AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SID6A7EPVTCQ,1 Aug 2026 2:34 AM,78000,0,0,,0,,-24648,0,,0,0,53352,,,,0,,,-10670.4,0,0,0,0,42681.6,,,,,-408.13,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Ciseeng,bc5e056d-d36f-4721-a7e5-41837fa878e0,31 Jul 2026 6:38 PM,31 Jul 2026 5:50 PM,GrabFood,Payment ,,Transferred,35086631812,,,,001200048258-C8CXVXA1CF3DGT,GF-392,A-9LDT9CJWXCAIAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SID6A7EPVTCQ,1 Aug 2026 2:34 AM,51000,0,0,,0,,-16116,0,,0,0,34884,,,,0,,,-6976.8,0,0,0,0,27907.2,,,,,-266.85,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kitchen Mulyaharja,e03fe031-ee78-45de-aa25-77648d1a74dd,31 Jul 2026 8:49 PM,31 Jul 2026 7:49 PM,GrabFood,Payment ,,Transferred,35089418330,,,,00176852917-C8CYAJMHL6WVGT,GF-562,A-9LE86H6GXXB6AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDKCAKRWJPA,1 Aug 2026 2:13 AM,120000,0,0,,0,,-47400,0,,0,0,72600,,,,0,,,-14520,0,0,0,0,58080,,,,,-190.27,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kitchen Mulyaharja,e03fe031-ee78-45de-aa25-77648d1a74dd,31 Jul 2026 4:32 PM,31 Jul 2026 3:55 PM,GrabFood,Payment ,,Transferred,35084120697,,,,001993693400-C8CXUALETK2ZNX,GF-386,A-9LDIPQKGXC7VAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDKCAKRWJPA,1 Aug 2026 2:13 AM,66000,0,0,,0,,-20856,0,,0,0,45144,,,,0,,,-9028.8,0,0,0,0,36115.2,,,,,-345.34,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Pajajaran,97a77a46-3fbc-4a25-9c84-ba0a1ed05b9a,31 Jul 2026 7:14 PM,31 Jul 2026 6:52 PM,GrabFood,Payment ,,Transferred,35087441182,,,,001483502257-C8CXWB3UBFCXCE,GF-313,A-9LE2UNLWWPDBAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDUKQSURPJE,1 Aug 2026 2:54 AM,103000,0,0,,0,,-40685,0,,0,0,62315,,,,0,,,-12463,0,0,0,0,49852,,,,,-163.32,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Pajajaran,97a77a46-3fbc-4a25-9c84-ba0a1ed05b9a,31 Jul 2026 6:59 PM,31 Jul 2026 6:18 PM,GrabFood,Payment ,,Transferred,35087109209,,,,00179294329-C8CXV322VU2ZRJ,GF-731,A-9LDVSFLGX4IJAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDUKQSURPJE,1 Aug 2026 2:54 AM,91000,0,0,,0,,-28756,0,,0,0,62244,,,,0,,,-12448.8,0,0,0,0,49795.2,,,,,-476.15,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Pajajaran,97a77a46-3fbc-4a25-9c84-ba0a1ed05b9a,31 Jul 2026 6:35 PM,31 Jul 2026 6:15 PM,GrabFood,Payment ,,Transferred,35086555180,,,,001401919434-C8CXV3LYSEWHAE,GF-495,A-9LDVKGOGXD44AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDUKQSURPJE,1 Aug 2026 2:54 AM,58000,0,0,,0,,-18328,0,,0,0,39672,,,,0,,,-7934.4,0,0,0,0,31737.6,,,,,-303.48,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kota Wisata Cibubur,8d1ba9d5-c0ef-4f05-a3aa-8e9c2b3d853a,31 Jul 2026 7:57 PM,31 Jul 2026 7:06 PM,GrabFood,Payment ,,Transferred,35088398220,,,,001969538420-C8CXWFN1VTKFGX,GF-081,A-9LE4922GW5KCAV,GrabFood app & web,Auto-Paid,Cash,,,,,,,,SIDGMSFKWV3W,1 Aug 2026 3:12 AM,41000,0,0,,0,,0,0,,0,0,41000,,,,0,,,-8200,0,0,0,0,32800,,,,,-812.61,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kota Wisata Cibubur,8d1ba9d5-c0ef-4f05-a3aa-8e9c2b3d853a,31 Jul 2026 6:48 PM,31 Jul 2026 6:18 PM,GrabFood,Payment ,,Transferred,35086858731,,,,001162555400-C8CXV3X2A221GA,GF-178,A-9LDVRF2GWSBBAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDGMSFKWV3W,1 Aug 2026 3:12 AM,187000,0,0,,0,,0,0,,0,0,187000,,,,0,,,-37400,0,0,0,0,149600,,,,,-2219.82,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kota Wisata Cibubur,8d1ba9d5-c0ef-4f05-a3aa-8e9c2b3d853a,31 Jul 2026 6:12 PM,31 Jul 2026 5:36 PM,GrabFood,Payment ,,Transferred,35086048776,,,,00125490098-C8CXVTTKG2VATJ,GF-016,A-9LDSXUEGWPDBAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDGMSFKWV3W,1 Aug 2026 3:12 AM,113000,0,0,,0,,0,0,,0,0,113000,,,,0,,,-22600,0,0,0,0,90400,,,,,-753.15,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kota Wisata Cibubur,8d1ba9d5-c0ef-4f05-a3aa-8e9c2b3d853a,31 Jul 2026 2:56 PM,31 Jul 2026 2:11 PM,GrabFood,Payment ,,Transferred,35082548064,,,,001864212328-C8CXTGEUCT3ERA,GF-129,A-9LD98F7WWDXLAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDGMSFKWV3W,1 Aug 2026 3:12 AM,39000,0,0,,0,,0,0,,0,0,39000,,,,0,,,-7800,0,0,0,0,31200,,,,,-772.97,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kalisari,56fac3b8-0020-4534-96e4-14814896905b,31 Jul 2026 9:10 PM,31 Jul 2026 8:53 PM,GrabFood,Payment ,,Transferred,35089793479,,,,001879353221-C8CYAZNUT4BGLE,GF-457,A-9LEEX8LW3CAIAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDVE4WMGDBM,1 Aug 2026 2:43 AM,36000,0,0,,0,,-10350,0,,0,0,25650,,,,0,,,-5130,0,0,0,0,20520,,,,,-47.57,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kalisari,56fac3b8-0020-4534-96e4-14814896905b,31 Jul 2026 7:00 PM,31 Jul 2026 6:36 PM,GrabFood,Payment ,,Transferred,35087121794,,,,00183978797-C8CXV76VLLCZNJ,GF-944,A-9LEXGT7WWGN6AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDVE4WMGDBM,1 Aug 2026 2:43 AM,135000,0,0,,0,,-53325,0,,0,0,81675,,,,0,,,-16335,0,0,0,0,65340,,,,,-214.05,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Kalisari,56fac3b8-0020-4534-96e4-14814896905b,31 Jul 2026 3:36 PM,31 Jul 2026 3:13 PM,GrabFood,Payment ,,Transferred,35083204241,,,,00187150966-C8CXTYTWAXAWVE,GF-470,A-9LDEU6OWWEHTAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDVE4WMGDBM,1 Aug 2026 2:43 AM,41000,0,0,,0,,-12956,0,,0,0,28044,,,,0,,,-5608.8,0,0,0,0,22435.2,,,,,-214.53,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Jatiwaringin,513a25e8-599a-4fad-a585-f2f9123f3153,31 Jul 2026 9:04 PM,31 Jul 2026 8:40 PM,GrabFood,Payment ,,Transferred,35089683994,,,,00100285814-C8CYAXVWVFCTGT,GF-256,A-9LECT7IWW5KCAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDAIMPMB6CY,1 Aug 2026 2:52 AM,93000,0,0,,0,,-29388,0,,0,0,63612,,,,0,,,-12722.4,0,0,0,0,50889.6,,,,,-486.62,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Jatiwaringin,513a25e8-599a-4fad-a585-f2f9123f3153,31 Jul 2026 6:15 PM,31 Jul 2026 5:46 PM,GrabFood,Payment ,,Transferred,35086117888,,,,00160561814-C8CXVVAVGBWTRT,GF-757T,00160561814-C8CXVVAVGBWTRT,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDAIMPMB6CY,1 Aug 2026 2:52 AM,29000,0,0,,0,,0,0,,0,0,29000,,,,0,,,-5800,0,0,0,0,23200,,,,,-574.77,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Tebet,8655272c-3c3f-4970-9230-e905338501a7,31 Jul 2026 3:07 PM,31 Jul 2026 2:28 PM,GrabFood,,,Cancelled,,,,,001187029656-C8CXTLJCTXJUGJ,GF-957,A-9LDAQKRGWPDBAV,,Not Paid,Cashless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Kami sangat sibuk sekarang,Merchant,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Tebet,8655272c-3c3f-4970-9230-e905338501a7,31 Jul 2026 2:17 PM,31 Jul 2026 2:09 PM,GrabFood,,,Cancelled,,,,,001718079130-C8CXTF4HUAVEGJ,GF-893,A-9LD9XFLWXFPOAV,,Not Paid,Cashless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Kami sangat sibuk sekarang,Merchant,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Ruko Peninsula,9ecbd28b-5693-4c4b-a277-8f9c5af275d7,31 Jul 2026 9:25 PM,31 Jul 2026 8:42 PM,GrabFood,Payment ,,Transferred,35090049088,,,,001470716460-C8CYAX5ATXV1C2,GF-255,A-9LED2ELWWL2TAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDH3ZAQ6E8J,1 Aug 2026 2:43 AM,102000,0,0,,0,,-40290,0,,0,0,61710,,,,0,,,-12342,0,0,0,0,49368,,,,,-161.73,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Ruko Peninsula,9ecbd28b-5693-4c4b-a277-8f9c5af275d7,31 Jul 2026 8:13 PM,31 Jul 2026 7:27 PM,GrabFood,Payment ,,Transferred,35088731298,,,,001808435235-C8CYACBCEUJZVE,GF-350,A-9LE64R2GWTXVAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDH3ZAQ6E8J,1 Aug 2026 2:43 AM,80000,0,0,,0,,-25280,0,,0,0,54720,,,,0,,,-10944,0,0,0,0,43776,,,,,-418.59,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Ruko Peninsula,9ecbd28b-5693-4c4b-a277-8f9c5af275d7,31 Jul 2026 3:38 PM,31 Jul 2026 2:57 PM,GrabFood,Payment ,,Transferred,35083234568,,,,0014752607-C8CXTUVDN3UDTE,GF-834,A-9LDDES3GXFPOAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDH3ZAQ6E8J,1 Aug 2026 2:43 AM,105000,0,0,,0,,-41475,0,,0,0,63525,,,,0,,,-12705,0,0,0,0,50820,,,,,-166.39,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Depok Sukmajaya,39957feb-08e8-4d07-b52b-d51764828d8d,31 Jul 2026 9:34 PM,31 Jul 2026 9:12 PM,GrabFood,Payment ,,Transferred,35090199764,,,,001504181094-C8CYA6MESAWYAX,GF-350,A-9LEFRXQWWFHQAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDXKEGZKRFH,1 Aug 2026 2:46 AM,126000,0,0,,0,,0,0,,0,0,126000,,,,0,,,-25200,0,0,0,0,100800,,,,,-2497.3,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Depok Sukmajaya,39957feb-08e8-4d07-b52b-d51764828d8d,31 Jul 2026 9:20 PM,31 Jul 2026 8:47 PM,GrabFood,Payment ,,Transferred,35089963010,,,,001345340695-C8CYAYWCRUJWC6,GF-686,A-9LEDH6BGWJ8HAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDXKEGZKRFH,1 Aug 2026 2:46 AM,114000,0,0,,0,,-45030,0,,0,0,68970,,,,0,,,-13794,0,0,0,0,55176,,,,,-180.76,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Depok Sukmajaya,39957feb-08e8-4d07-b52b-d51764828d8d,31 Jul 2026 8:32 PM,31 Jul 2026 8:03 PM,GrabFood,Payment ,,Transferred,35089111226,,,,001174533367-C8CYALNALKBVEE,GF-801,A-9LE9E7DWXC7VAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDXKEGZKRFH,1 Aug 2026 2:46 AM,58000,0,0,,0,,-18328,0,,0,0,39672,,,,0,,,-7934.4,0,0,0,0,31737.6,,,,,-303.48,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Depok Sukmajaya,39957feb-08e8-4d07-b52b-d51764828d8d,31 Jul 2026 6:43 PM,31 Jul 2026 6:24 PM,GrabFood,Payment ,,Transferred,35086743444,,,,001259489524-C8CXV6EBUFBAUE,GF-335,A-9LEWE6PGXBMFAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDXKEGZKRFH,1 Aug 2026 2:46 AM,108000,0,0,,0,,-42660,0,,0,0,65340,,,,0,,,-13068,0,0,0,0,52272,,,,,-171.24,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Depok Sukmajaya,39957feb-08e8-4d07-b52b-d51764828d8d,31 Jul 2026 6:27 PM,31 Jul 2026 5:53 PM,GrabFood,Payment ,,Transferred,35086384123,,,,0019422115-C8CXVXTCCE5JNX,GF-727,A-9LDTIDLGXFPOAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDXKEGZKRFH,1 Aug 2026 2:46 AM,144000,0,0,,0,,-56880,0,,0,0,87120,,,,0,,,-17424,0,0,0,0,69696,,,,,-228.32,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Beji,82e1f2f9-450d-4f75-8a1b-38c43f738dd3,31 Jul 2026 8:40 PM,31 Jul 2026 8:09 PM,GrabFood,Payment ,,Transferred,35089244804,,,,001630108066-C8CYAN6TLFU1T2,GF-630,A-9LEA282WWJ8HAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDDB5ZKMCNO,1 Aug 2026 2:34 AM,57000,0,0,,0,,-18012,0,,0,0,38988,,,,0,,,-7797.6,0,0,0,0,31190.4,,,,,-298.25,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Beji,82e1f2f9-450d-4f75-8a1b-38c43f738dd3,31 Jul 2026 7:41 PM,31 Jul 2026 7:09 PM,GrabFood,Payment ,,Transferred,35088043729,,,,001096325519-C8CXWF4WKFTCVE,GF-847,A-9LE4GL6WW74NAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDDB5ZKMCNO,1 Aug 2026 2:34 AM,96000,0,0,,0,,-30336,0,,0,0,65664,,,,0,,,-13132.8,0,0,0,0,52531.2,,,,,-502.31,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Beji,82e1f2f9-450d-4f75-8a1b-38c43f738dd3,31 Jul 2026 6:34 PM,31 Jul 2026 6:02 PM,GrabFood,Payment ,,Transferred,35086527663,,,,001492756244-C8CXVY5YA4KBCX,GF-144,A-9LDUECSWWFMCAV,GrabFood app & web,Auto-Paid,Cash,,,,,,,,SIDDB5ZKMCNO,1 Aug 2026 2:34 AM,41000,0,0,,0,,-12956,0,,0,0,28044,,,,0,,,-5608.8,0,0,0,0,22435.2,,,,,-214.53,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Rangkapanjaya Baru,2b246d96-e506-47f5-b4e2-8e5c68276ed1,31 Jul 2026 10:04 PM,31 Jul 2026 9:24 PM,GrabFood,Payment ,,Transferred,35090638629,,,,001777107947-C8CYA8EGT3TDEJ,GF-478,A-9LEGTPIWWTXVAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDQAZGKQCRK,1 Aug 2026 2:44 AM,51000,0,0,,0,,-16116,0,,0,0,34884,,,,0,,,-6976.8,0,0,0,0,27907.2,,,,,-266.85,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Rangkapanjaya Baru,2b246d96-e506-47f5-b4e2-8e5c68276ed1,31 Jul 2026 8:14 PM,31 Jul 2026 7:44 PM,GrabFood,Payment ,,Transferred,35088756245,,,,001605285741-C8CYAGDBGAMJRN,GF-022,A-9LE7NIKW2CKCAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDQAZGKQCRK,1 Aug 2026 2:44 AM,99000,0,0,,0,,-31284,0,,0,0,67716,,,,0,,,-13543.2,0,0,0,0,54172.8,,,,,-518.01,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Rangkapanjaya Baru,2b246d96-e506-47f5-b4e2-8e5c68276ed1,31 Jul 2026 8:02 PM,31 Jul 2026 7:27 PM,GrabFood,Payment ,,Transferred,35088494690,,,,001233156306-C8CYACCWNUAVVA,GF-836,A-9LE66C5WWCKCAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDQAZGKQCRK,1 Aug 2026 2:44 AM,66000,0,0,,0,,-20856,0,,0,0,45144,,,,0,,,-9028.8,0,0,0,0,36115.2,,,,,-345.34,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Rangkapanjaya Baru,2b246d96-e506-47f5-b4e2-8e5c68276ed1,31 Jul 2026 2:29 PM,31 Jul 2026 1:52 PM,GrabFood,Payment ,,Transferred,35082088949,,,,00184473149-C8CXTB3VAX53J2,GF-817,A-9LD7FS5GXCR9AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDQAZGKQCRK,1 Aug 2026 2:44 AM,75000,0,0,,0,,-23700,0,,0,0,51300,,,,0,,,-10260,0,0,0,0,41040,,,,,-392.43,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Rangkapanjaya Baru,2b246d96-e506-47f5-b4e2-8e5c68276ed1,31 Jul 2026 2:25 PM,31 Jul 2026 2:12 PM,GrabFood,Payment ,,Transferred,35082008599,,,,001396560318-C8CXTGLAAXUANA,GF-237,A-9LD9ARLGXC7VAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SIDQAZGKQCRK,1 Aug 2026 2:44 AM,39000,0,0,,0,,-10350,0,,0,0,28650,,,,0,,,-5730,0,0,0,0,22920,,,,,-107.03,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Paledang,711a56ab-735f-4d6f-8979-b8cde7bcbf71,31 Jul 2026 8:43 PM,31 Jul 2026 8:10 PM,GrabFood,Payment ,,Transferred,35089306768,,,,001952594237-C8CYAPBBTNJCVE,GF-920,A-9LEA494WWPDBAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SID5CL5XIQ51,1 Aug 2026 2:35 AM,102000,0,0,,0,,-31600,0,,0,0,70400,,,,0,,,-14080,0,0,0,0,56320,,,,,-562.88,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Paledang,711a56ab-735f-4d6f-8979-b8cde7bcbf71,31 Jul 2026 8:37 PM,31 Jul 2026 8:36 PM,GrabFood,,,Cancelled,,,,,001927167630-C8CYAVNXNT6XE6,GF-789,A-9LECGIEWXAXOAV,,Not Paid,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Hampir semua hidangan tidak tersedia,Merchant,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Paledang,711a56ab-735f-4d6f-8979-b8cde7bcbf71,31 Jul 2026 8:10 PM,31 Jul 2026 7:28 PM,GrabFood,Payment ,,Transferred,35088675908,,,,001803930449-C8CYACJZNA5DVE,GF-514,A-9LE69EIWXD44AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SID5CL5XIQ51,1 Aug 2026 2:35 AM,51000,0,0,,0,,-16116,0,,0,0,34884,,,,0,,,-6976.8,0,0,0,0,27907.2,,,,,-266.85,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Paledang,711a56ab-735f-4d6f-8979-b8cde7bcbf71,31 Jul 2026 7:39 PM,31 Jul 2026 7:14 PM,GrabFood,Payment ,,Transferred,35087998975,,,,00194624961-C8CYAACXVRCEPE,GF-649,A-9LE4VC6WXC7VAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SID5CL5XIQ51,1 Aug 2026 2:35 AM,57000,0,0,,0,,-18012,0,,0,0,38988,,,,0,,,-7797.6,0,0,0,0,31190.4,,,,,-298.25,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Paledang,711a56ab-735f-4d6f-8979-b8cde7bcbf71,31 Jul 2026 7:27 PM,31 Jul 2026 7:00 PM,GrabFood,Payment ,,Transferred,35087750860,,,,001217609470-C8CXWETCWFTTLT,GF-541,A-9LE3M9JG24SQAV,GrabFood app & web,Auto-Paid,Cash,,,,,,,,SID5CL5XIQ51,1 Aug 2026 2:35 AM,51000,0,0,,0,,-16116,0,,0,0,34884,,,,0,,,-6976.8,0,0,0,0,27907.2,,,,,-266.85,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Paledang,711a56ab-735f-4d6f-8979-b8cde7bcbf71,31 Jul 2026 7:23 PM,31 Jul 2026 6:57 PM,GrabFood,Payment ,,Transferred,35087656713,,,,001964215593-C8CXWEDVTKNGJA,GF-664,A-9LE3FDJW3FPOAV,GrabFood app & web,Auto-Paid,Cash,,,,,,,,SID5CL5XIQ51,1 Aug 2026 2:35 AM,92000,0,0,,0,,-29072,0,,0,0,62928,,,,0,,,-12585.6,0,0,0,0,50342.4,,,,,-481.38,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Paledang,711a56ab-735f-4d6f-8979-b8cde7bcbf71,31 Jul 2026 7:14 PM,31 Jul 2026 6:48 PM,GrabFood,Payment ,,Transferred,35087455029,,,,001390388568-C8CXWBJYLJ4JUE,GF-983,A-9LE2K6QWXCR9AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SID5CL5XIQ51,1 Aug 2026 2:35 AM,51000,0,0,,0,,-16116,0,,0,0,34884,,,,0,,,-6976.8,0,0,0,0,27907.2,,,,,-11,0,,,,,,,,,
Suka Shawarma - ABDUL KADIR,717f3bb7-c5c8-4bdf-8569-efbada64e02d,Suka Shawarma - Paledang,711a56ab-735f-4d6f-8979-b8cde7bcbf71,31 Jul 2026 6:28 PM,31 Jul 2026 6:00 PM,GrabFood,Payment ,,Transferred,35086409796,,,,00131735043-C8CXVYUUMEXEAN,GF-537,A-9LDU7CMGWDXLAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SID5CL5XIQ51,1 Aug 2026 2:35 AM,57000,0,0,,0,,-18012,0,,0,0,38988,,,,0,,,-7797.6,0,0,0,0,31190.4,,,,,-298.25,0,,,,,,,,,
