line,produk,cogs_per_unit,harga_jual,profit_per_piece,margin_pct,bahan_card,bahan_db,match,is_material,harga_beli,isi_kemasan_qty,isi_kemasan_unit,dipakai_qty,dipakai_unit,subtotal
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Saos cabe /tomat,SAOS CABE,new,true,15000,1000,gram,60,gram,900
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Kentang,KENTANG,existing,true,24000,1000,gram,70,gram,1680
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Tepung,TEPUNG,existing,true,18000,1000,gram,50,gram,900
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Minyak,MINYAK SAYUR,existing,true,23000,1000,gram,50,gram,1150
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Kertas wrap,PAPER WRAP,existing,true,160,1,lembar,1,lembar,160
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Lettuce,LETTUCE,existing,true,28000,1000,gram,60,gram,1680
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Isi gas melon,GAS 3Kg,existing,true,23000,3000,gram,60,gram,460
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Foil,FOIL,existing,true,11800,750,cm,40,cm,629
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Plastik,PLASTIK MERAH,existing,true,200,1,lembar,1,lembar,200
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Saos Samyang,SAOS SAMYANG,existing,true,14500,1000,gram,70,gram,1015
SUKA SUKA,Suka Samyang,17860,25515,7654,30,Loss,,buffer,false,2000,1,lembar,1,lembar,2000
